entry_id,policy_file_id,issue_year,stage_id,stage_name,stage_name_zh,province,region,region_en,category_code,category_name
E004872,P005736,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004873,P005737,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004874,P005737,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004875,P005737,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004876,P005740,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004877,P005741,2012,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E004878,P005743,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E004879,P005743,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E004880,P005746,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004881,P005747,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E004882,P005751,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004883,P005752,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004884,P005754,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004885,P005756,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E004886,P005757,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E004887,P005758,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004888,P005758,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004888,P005758,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004889,P005759,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E004890,P005762,2012,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E004891,P005763,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004892,P005765,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004893,P005765,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004894,P005765,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004895,P005766,2015,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OD,Open data
E004896,P005767,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004897,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004898,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004899,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004900,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004901,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004901,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004902,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004903,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E004903,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004904,P005768,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004905,P005769,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004906,P005769,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004907,P005769,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004908,P005772,2012,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OD,Open data
E004909,P005773,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004910,P005774,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E004911,P005778,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004912,P005778,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004913,P005780,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004914,P005781,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004915,P005781,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004916,P005782,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004917,P005782,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004918,P005784,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004919,P005784,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004920,P005784,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004920,P005784,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004921,P005785,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004922,P005786,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004923,P005787,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004924,P005788,2009,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OD,Open data
E004925,P005789,2011,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E004926,P005790,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004927,P005791,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004928,P005792,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004929,P005793,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004930,P005793,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004931,P005793,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004932,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004933,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004934,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004934,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004935,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004936,P005796,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004937,P005797,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004938,P005799,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004939,P005800,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004940,P005800,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004941,P005800,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004942,P005801,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E004943,P005802,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OSS,Open-source software
E004944,P005803,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004945,P005803,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004946,P005808,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004947,P005808,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004948,P005810,2007,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E004949,P005811,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E004950,P005811,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E004951,P005812,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004952,P005812,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004953,P005812,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004954,P005813,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E004956,P005816,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004957,P005817,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004958,P005818,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004959,P005821,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E004960,P005822,2015,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,CS,Citizen science
E004961,P005823,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004962,P005824,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OSS,Open-source software
E004963,P005825,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E004964,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004965,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004966,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004967,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004968,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004969,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004970,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004971,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004972,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004973,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004974,P005828,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004975,P005829,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004975,P005829,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004976,P005830,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004977,P005830,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004978,P005830,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004979,P005833,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004980,P005834,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E004981,P005837,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E004982,P005838,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004983,P005839,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004984,P005840,2014,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E004985,P005845,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004986,P005846,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E004987,P005848,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E004988,P005849,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004989,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004990,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004991,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004992,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004993,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004994,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004995,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004996,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004997,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004998,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E004999,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005000,P005850,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005001,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005002,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005003,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005004,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005005,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005006,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005007,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005008,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005009,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005010,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005011,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005012,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005013,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005014,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005015,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005016,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005017,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005018,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005019,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005020,P005851,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005021,P005852,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005022,P005852,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005023,P005853,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005024,P005854,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005025,P005855,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005026,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005027,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005028,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005029,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005030,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005031,P005856,2017,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005032,P005857,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005033,P005857,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005034,P005857,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005035,P005858,2010,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005036,P005859,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005037,P005859,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005038,P005859,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005039,P005860,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005040,P005861,2024,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005041,P005862,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005042,P005864,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005043,P005864,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005044,P005864,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005045,P005865,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005046,P005865,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005047,P005866,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005048,P005867,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005049,P005869,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OPR,Open peer review
E005050,P005871,2015,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005051,P005871,2015,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005052,P005872,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005053,P005873,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005054,P005873,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005055,P005873,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005056,P005873,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005057,P005873,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005058,P005874,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005059,P005875,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005060,P005876,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005061,P005876,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005062,P005878,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005063,P005879,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005064,P005879,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005065,P005880,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OPR,Open peer review
E005066,P005885,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005067,P005886,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005068,P005886,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E005069,P005886,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E005070,P005886,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005071,P005886,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005072,P005887,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005073,P005887,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005074,P005892,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OERs,Open educational resources
E005075,P005893,2014,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005076,P005894,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005077,P005898,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E005078,P005898,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E005079,P005898,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,CS,Citizen science
E005080,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005081,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005082,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005083,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005084,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005085,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005086,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005087,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005088,P005900,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005089,P005901,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E005090,P005902,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E005090,P005902,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OSS,Open-source software
E005091,P005903,2020,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005092,P005904,2015,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005093,P005905,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E005094,P005905,2021,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OI,Open infrastructure
E005095,P005906,2008,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005096,P005906,2008,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005097,P005907,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005098,P005908,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005099,P005908,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005100,P005908,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005101,P005908,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005102,P005909,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,CS,Citizen science
E005103,P005909,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,CS,Citizen science
E005104,P005909,2006,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,CS,Citizen science
E005105,P005910,2008,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OSS,Open-source software
E005106,P005912,2007,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OI,Open infrastructure
E005107,P005913,2010,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OERs,Open educational resources
E005108,P005914,2013,2,Gradual expansion,渐进扩展期,江苏省,东部,Eastern,OSS,Open-source software
E005109,P005917,2016,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005110,P005918,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005111,P005919,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OI,Open infrastructure
E005112,P005920,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E005113,P005920,2025,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E005114,P005921,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OSS,Open-source software
E005115,P006055,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005116,P006055,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005117,P006057,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005118,P006059,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005119,P006059,2023,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OERs,Open educational resources
E005120,P006060,2022,4,High-level diffusion and adjustment,高位扩散与调整期,江苏省,东部,Eastern,OD,Open data
E005121,P006061,2019,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
E005122,P006062,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OPR,Open peer review
E005123,P006109,2018,3,Rapid expansion,快速扩张期,江苏省,东部,Eastern,OD,Open data
